UNITID,EFDELEV,XEFDETOT,EFDETOT,XEFDEEXC,EFDEEXC,XEFDESOM,EFDESOM,XEFDENON,EFDENON,XEFDEEX1,EFDEEX1,XEFDEEX2,EFDEEX2,XEFDEEX3,EFDEEX3,XEFDEEX4,EFDEEX4,XEFDEEX5,EFDEEX5 
100654, 1,"R",5969,"R",426,"R",2513,"R",3030,"R",276,"R",125,"R",25,"Z",0,"R",0
100654, 2,"R",5107,"R",225,"R",2264,"R",2618,"R",147,"R",71,"R",7,"Z",0,"R",0
100654, 3,"R",5098,"R",224,"R",2263,"R",2611,"R",146,"R",71,"R",7,"Z",0,"R",0
100654,11,"R",9,"R",1,"R",1,"R",7,"R",1,"Z",0,"Z",0,"Z",0,"R",0
100654,12,"R",862,"R",201,"R",249,"R",412,"R",129,"R",54,"R",18,"Z",0,"R",0
100663, 1,"R",22289,"R",6460,"R",8202,"R",7627,"R",4315,"R",2113,"R",0,"R",4,"R",28
100663, 2,"R",13547,"R",2609,"R",6890,"R",4048,"R",2251,"R",347,"R",0,"R",1,"R",10
100663, 3,"R",13284,"R",2517,"R",6833,"R",3934,"R",2170,"R",338,"R",0,"R",1,"R",8
100663,11,"R",263,"R",92,"R",57,"R",114,"R",81,"R",9,"R",0,"R",0,"R",2
100663,12,"R",8742,"R",3851,"R",1312,"R",3579,"R",2064,"R",1766,"R",0,"R",3,"R",18
100690, 1,"R",723,"R",723,"A",,"A",,"R",345,"R",378,"Z",0,"Z",0,"R",0
100690, 2,"R",251,"R",251,"A",,"A",,"R",159,"R",92,"Z",0,"Z",0,"R",0
100690, 3,"R",251,"R",251,"A",,"A",,"R",159,"R",92,"Z",0,"Z",0,"R",0
100690,12,"R",472,"R",472,"A",,"A",,"R",186,"R",286,"Z",0,"Z",0,"R",0
100706, 1,"R",9636,"R",1065,"R",4880,"R",3691,"R",830,"R",221,"R",0,"R",8,"R",6
100706, 2,"R",7569,"R",473,"R",4474,"R",2622,"R",411,"R",53,"R",0,"R",6,"R",3
100706, 3,"R",7358,"R",442,"R",4422,"R",2494,"R",382,"R",51,"R",0,"R",6,"R",3
100706,11,"R",211,"R",31,"R",52,"R",128,"R",29,"R",2,"R",0,"R",0,"R",0
100706,12,"R",2067,"R",592,"R",406,"R",1069,"R",419,"R",168,"R",0,"R",2,"R",3
100724, 1,"R",3964,"R",644,"R",2783,"R",537,"R",484,"R",156,"R",4,"R",0,"R",0
100724, 2,"R",3499,"R",405,"R",2696,"R",398,"R",273,"R",131,"R",1,"R",0,"R",0
100724, 3,"R",3495,"R",405,"R",2696,"R",394,"R",273,"R",131,"R",1,"R",0,"R",0
100724,11,"R",4,"R",0,"R",0,"R",4,"A",,"A",,"A",,"A",,"A",
100724,12,"R",465,"R",239,"R",87,"R",139,"R",211,"R",25,"R",3,"R",0,"R",0
100751, 1,"R",38316,"R",6086,"R",9339,"R",22891,"R",3291,"R",2644,"R",63,"R",88,"R",0
100751, 2,"R",31685,"R",3290,"R",8499,"R",19896,"R",2053,"R",1192,"R",25,"R",20,"R",0
100751, 3,"R",30725,"R",2460,"R",8478,"R",19787,"R",1319,"R",1097,"R",25,"R",19,"R",0
100751,11,"R",960,"R",830,"R",21,"R",109,"R",734,"R",95,"Z",0,"R",1,"R",0
100751,12,"R",6631,"R",2796,"R",840,"R",2995,"R",1238,"R",1452,"R",38,"R",68,"R",0
100760, 1,"R",1578,"R",372,"R",504,"R",702,"R",368,"R",4,"R",0,"R",0,"R",0
100760, 2,"R",1578,"R",372,"R",504,"R",702,"R",368,"R",4,"R",0,"R",0,"R",0
100760, 3,"R",940,"R",245,"R",385,"R",310,"R",241,"R",4,"R",0,"R",0,"R",0
100760,11,"R",638,"R",127,"R",119,"R",392,"R",127,"R",0,"R",0,"R",0,"R",0
100812, 1,"R",2794,"R",1673,"R",879,"R",242,"R",1563,"R",110,"R",0,"R",0,"R",0
100812, 2,"R",2559,"R",1438,"R",879,"R",242,"R",1375,"R",63,"R",0,"R",0,"R",0
100812, 3,"R",2511,"R",1392,"R",879,"R",240,"R",1332,"R",60,"R",0,"R",0,"R",0
100812,11,"R",48,"R",46,"R",0,"R",2,"R",43,"R",3,"R",0,"R",0,"R",0
100812,12,"R",235,"R",235,"R",0,"R",0,"R",188,"R",47,"R",0,"R",0,"R",0
100830, 1,"R",5068,"R",976,"R",2079,"R",2013,"R",915,"R",41,"R",0,"R",8,"R",12
100830, 2,"R",4086,"R",537,"R",1722,"R",1827,"R",517,"R",7,"R",0,"R",5,"R",8
100830, 3,"R",3742,"R",455,"R",1703,"R",1584,"R",436,"R",6,"R",0,"R",5,"R",8
100830,11,"R",344,"R",82,"R",19,"R",243,"R",81,"R",1,"R",0,"R",0,"R",0
100830,12,"R",982,"R",439,"R",357,"R",186,"R",398,"R",34,"R",0,"R",3,"R",4
100858, 1,"R",31526,"R",2745,"R",11718,"R",17063,"R",1205,"R",1473,"R",15,"R",2,"R",50
100858, 2,"R",24931,"R",714,"R",10723,"R",13494,"R",456,"R",221,"R",10,"R",2,"R",25
100858, 3,"R",24782,"R",707,"R",10709,"R",13366,"R",450,"R",220,"R",10,"R",2,"R",25
100858,11,"R",149,"R",7,"R",14,"R",128,"R",6,"R",1,"Z",0,"Z",0,"R",0
100858,12,"R",6595,"R",2031,"R",995,"R",3569,"R",749,"R",1252,"R",5,"Z",0,"R",25
100937, 1,"R",1058,"R",0,"R",0,"R",1058,"A",,"A",,"A",,"A",,"A",
100937, 2,"R",1058,"R",0,"R",0,"R",1058,"A",,"A",,"A",,"A",,"A",
100937, 3,"R",1048,"R",0,"R",0,"R",1048,"A",,"A",,"A",,"A",,"A",
100937,11,"R",10,"R",0,"R",0,"R",10,"A",,"A",,"A",,"A",,"A",
101028, 1,"R",1360,"R",244,"R",503,"R",613,"R",186,"R",58,"Z",0,"Z",0,"R",0
101028, 2,"R",1360,"R",244,"R",503,"R",613,"R",186,"R",58,"Z",0,"Z",0,"R",0
101028, 3,"R",1107,"R",218,"R",451,"R",438,"R",160,"R",58,"Z",0,"Z",0,"R",0
101028,11,"R",253,"R",26,"R",52,"R",175,"R",26,"Z",0,"Z",0,"Z",0,"R",0
101116, 1,"R",395,"R",207,"R",54,"R",134,"R",204,"R",3,"Z",0,"Z",0,"R",0
101116, 2,"R",341,"R",167,"R",51,"R",123,"R",166,"R",1,"Z",0,"Z",0,"R",0
101116, 3,"R",337,"R",165,"R",51,"R",121,"R",164,"R",1,"Z",0,"Z",0,"R",0
101116,11,"R",4,"R",2,"Z",0,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"R",0
101116,12,"R",54,"R",40,"R",3,"R",11,"R",38,"R",2,"Z",0,"Z",0,"R",0
101143, 1,"R",1796,"R",466,"R",548,"R",782,"R",450,"R",16,"R",0,"R",0,"R",0
101143, 2,"R",1796,"R",466,"R",548,"R",782,"R",450,"R",16,"R",0,"R",0,"R",0
101143, 3,"R",1336,"R",336,"R",441,"R",559,"R",320,"R",16,"R",0,"R",0,"R",0
101143,11,"R",460,"R",130,"R",107,"R",223,"R",130,"R",0,"R",0,"R",0,"R",0
101161, 1,"R",7048,"R",2070,"R",2193,"R",2785,"R",2005,"R",64,"R",1,"R",0,"R",0
101161, 2,"R",7048,"R",2070,"R",2193,"R",2785,"R",2005,"R",64,"R",1,"R",0,"R",0
101161, 3,"R",5217,"R",1483,"R",2080,"R",1654,"R",1429,"R",53,"R",1,"R",0,"R",0
101161,11,"R",1831,"R",587,"R",113,"R",1131,"R",576,"R",11,"R",0,"R",0,"R",0
101189, 1,"R",2874,"R",1183,"R",384,"R",1307,"R",914,"R",266,"R",1,"R",0,"R",2
101189, 2,"R",1922,"R",671,"R",353,"R",898,"R",553,"R",117,"R",0,"R",0,"R",1
101189, 3,"R",1696,"R",671,"R",353,"R",672,"R",553,"R",117,"R",0,"R",0,"R",1
101189,11,"R",226,"R",0,"R",0,"R",226,"A",,"A",,"A",,"A",,"A",
101189,12,"R",952,"R",512,"R",31,"R",409,"R",361,"R",149,"R",1,"R",0,"R",1
101240, 1,"R",4308,"R",1211,"R",1601,"R",1496,"R",1178,"R",33,"R",0,"R",0,"R",0
101240, 2,"R",4308,"R",1211,"R",1601,"R",1496,"R",1178,"R",33,"R",0,"R",0,"R",0
101240, 3,"R",3513,"R",946,"R",1484,"R",1083,"R",914,"R",32,"R",0,"R",0,"R",0
101240,11,"R",795,"R",265,"R",117,"R",413,"R",264,"R",1,"R",0,"R",0,"R",0
101277, 1,"R",57,"A",,"A",,"R",57,"A",,"A",,"A",,"A",,"A",
101277, 2,"R",57,"A",,"A",,"R",57,"A",,"A",,"A",,"A",,"A",
101277, 3,"C",57,"A",,"A",,"C",57,"A",,"A",,"A",,"A",,"A",
101286, 1,"R",3899,"R",695,"R",881,"R",2323,"R",638,"R",56,"R",1,"Z",0,"R",0
101286, 2,"R",3899,"R",695,"R",881,"R",2323,"R",638,"R",56,"R",1,"Z",0,"R",0
101286, 3,"R",3191,"R",562,"R",856,"R",1773,"R",511,"R",50,"R",1,"Z",0,"R",0
101286,11,"R",708,"R",133,"R",25,"R",550,"R",127,"R",6,"Z",0,"Z",0,"R",0
101295, 1,"R",5204,"R",1156,"R",1630,"R",2418,"R",1147,"R",7,"R",2,"R",0,"R",0
101295, 2,"R",5204,"R",1156,"R",1630,"R",2418,"R",1147,"R",7,"R",2,"R",0,"R",0
101295, 3,"R",4303,"R",1072,"R",1549,"R",1682,"R",1063,"R",7,"R",2,"R",0,"R",0
101295,11,"R",901,"R",84,"R",81,"R",736,"R",84,"R",0,"R",0,"R",0,"R",0
101301, 1,"R",1627,"R",624,"R",310,"R",693,"R",612,"R",12,"R",0,"R",0,"R",0
101301, 2,"R",1627,"R",624,"R",310,"R",693,"R",612,"R",12,"R",0,"R",0,"R",0
101301, 3,"R",942,"R",337,"R",276,"R",329,"R",328,"R",9,"R",0,"R",0,"R",0
101301,11,"R",685,"R",287,"R",34,"R",364,"R",284,"R",3,"R",0,"R",0,"R",0
101365, 1,"R",615,"R",204,"R",96,"R",315,"R",195,"R",9,"Z",0,"Z",0,"R",0
101365, 2,"R",608,"R",197,"R",96,"R",315,"R",188,"R",9,"Z",0,"Z",0,"R",0
101365, 3,"R",608,"R",197,"R",96,"R",315,"R",188,"R",9,"Z",0,"Z",0,"R",0
101365,12,"R",7,"R",7,"Z",0,"R",0,"R",7,"Z",0,"Z",0,"Z",0,"R",0
101435, 1,"R",844,"R",0,"R",96,"R",748,"A",,"A",,"A",,"A",,"A",
101435, 2,"R",839,"R",0,"R",96,"R",743,"A",,"A",,"A",,"A",,"A",
101435, 3,"R",838,"R",0,"R",96,"R",742,"A",,"A",,"A",,"A",,"A",
101435,11,"R",1,"R",0,"R",0,"R",1,"A",,"A",,"A",,"A",,"A",
101435,12,"R",5,"A",,"A",,"R",5,"A",,"A",,"A",,"A",,"A",
101453, 1,"R",131,"R",60,"R",42,"R",29,"R",15,"R",41,"Z",0,"R",4,"R",0
101453, 2,"R",83,"R",37,"R",25,"R",21,"R",7,"R",28,"Z",0,"R",2,"R",0
101453, 3,"R",71,"R",32,"R",23,"R",16,"R",6,"R",24,"Z",0,"R",2,"R",0
101453,11,"R",12,"R",5,"R",2,"R",5,"R",1,"R",4,"Z",0,"Z",0,"R",0
101453,12,"R",48,"R",23,"R",17,"R",8,"R",8,"R",13,"Z",0,"R",2,"R",0
101462, 1,"R",872,"R",119,"R",392,"R",361,"R",119,"R",0,"R",0,"R",0,"R",0
101462, 2,"R",872,"R",119,"R",392,"R",361,"R",119,"R",0,"R",0,"R",0,"R",0
101462, 3,"R",688,"R",97,"R",386,"R",205,"R",97,"R",0,"R",0,"R",0,"R",0
101462,11,"R",184,"R",22,"R",6,"R",156,"R",22,"R",0,"R",0,"R",0,"R",0
101471, 1,"R",400,"A",,"A",,"R",400,"A",,"A",,"A",,"A",,"A",
101471, 2,"R",400,"A",,"A",,"R",400,"A",,"A",,"A",,"A",,"A",
101471, 3,"R",400,"A",,"A",,"R",400,"A",,"A",,"A",,"A",,"A",
101480, 1,"R",9540,"R",2222,"R",4335,"R",2983,"R",2097,"R",125,"R",0,"R",0,"R",0
101480, 2,"R",8067,"R",1224,"R",4019,"R",2824,"R",1175,"R",49,"R",0,"R",0,"R",0
101480, 3,"R",6992,"R",783,"R",3904,"R",2305,"R",742,"R",41,"R",0,"R",0,"R",0
101480,11,"R",1075,"R",441,"R",115,"R",519,"R",433,"R",8,"R",0,"R",0,"R",0
101480,12,"R",1473,"R",998,"R",316,"R",159,"R",922,"R",76,"R",0,"R",0,"R",0
101505, 1,"R",8519,"R",3273,"R",1967,"R",3279,"R",3237,"R",36,"R",0,"R",0,"R",0
101505, 2,"R",8519,"R",3273,"R",1967,"R",3279,"R",3237,"R",36,"R",0,"R",0,"R",0
101505, 3,"R",6143,"R",2646,"R",1849,"R",1648,"R",2618,"R",28,"R",0,"R",0,"R",0
101505,11,"R",2376,"R",627,"R",118,"R",1631,"R",619,"R",8,"R",0,"R",0,"R",0
101514, 1,"R",8702,"R",3375,"R",2095,"R",3232,"R",3321,"R",54,"R",0,"R",0,"R",0
101514, 2,"R",8702,"R",3375,"R",2095,"R",3232,"R",3321,"R",54,"R",0,"R",0,"R",0
101514, 3,"R",6795,"R",2841,"R",1963,"R",1991,"R",2795,"R",46,"R",0,"R",0,"R",0
101514,11,"R",1907,"R",534,"R",132,"R",1241,"R",526,"R",8,"R",0,"R",0,"R",0
101569, 1,"R",3094,"R",1518,"R",899,"R",677,"R",1509,"R",9,"R",0,"R",0,"R",0
101569, 2,"R",3094,"R",1518,"R",899,"R",677,"R",1509,"R",9,"R",0,"R",0,"R",0
101569, 3,"R",2779,"R",1287,"R",888,"R",604,"R",1279,"R",8,"R",0,"R",0,"R",0
101569,11,"R",315,"R",231,"R",11,"R",73,"R",230,"R",1,"R",0,"R",0,"R",0
101587, 1,"R",5594,"R",4118,"R",502,"R",974,"R",3321,"R",755,"R",11,"R",31,"R",0
101587, 2,"R",2322,"R",1099,"R",396,"R",827,"R",944,"R",141,"R",4,"R",10,"R",0
101587, 3,"R",2310,"R",1099,"R",396,"R",815,"R",944,"R",141,"R",4,"R",10,"R",0
101587,11,"R",12,"R",0,"R",0,"R",12,"A",,"A",,"A",,"A",,"A",
101587,12,"R",3272,"R",3019,"R",106,"R",147,"R",2377,"R",614,"R",7,"R",21,"R",0
101602, 1,"R",1816,"R",423,"R",716,"R",677,"R",409,"R",14,"R",0,"R",0,"R",0
101602, 2,"R",1816,"R",423,"R",716,"R",677,"R",409,"R",14,"R",0,"R",0,"R",0
101602, 3,"R",1129,"R",237,"R",623,"R",269,"R",228,"R",9,"R",0,"R",0,"R",0
101602,11,"R",687,"R",186,"R",93,"R",408,"R",181,"R",5,"R",0,"R",0,"R",0
101648, 1,"R",314,"R",0,"R",80,"R",234,"A",,"A",,"A",,"A",,"A",
101648, 2,"R",314,"R",0,"R",80,"R",234,"A",,"A",,"A",,"A",,"A",
101648, 3,"R",314,"R",0,"R",80,"R",234,"A",,"A",,"A",,"A",,"A",
101675, 1,"R",1520,"R",113,"R",91,"R",1316,"R",87,"R",26,"R",0,"R",0,"R",0
101675, 2,"R",1520,"R",113,"R",91,"R",1316,"R",87,"R",26,"R",0,"R",0,"R",0
101675, 3,"R",1517,"R",113,"R",91,"R",1313,"R",87,"R",26,"R",0,"R",0,"R",0
101675,11,"R",3,"R",0,"R",0,"R",3,"A",,"A",,"A",,"A",,"A",
101693, 1,"R",1911,"R",129,"R",309,"R",1473,"R",96,"R",33,"R",0,"R",0,"R",0
101693, 2,"R",1654,"R",7,"R",268,"R",1379,"R",6,"R",1,"R",0,"Z",0,"R",0
101693, 3,"R",1112,"R",7,"R",268,"R",837,"R",6,"R",1,"R",0,"Z",0,"R",0
101693,11,"R",542,"R",0,"R",0,"R",542,"A",,"A",,"A",,"A",,"A",
101693,12,"R",257,"R",122,"R",41,"R",94,"R",90,"R",32,"Z",0,"R",0,"R",0
101709, 1,"R",2625,"R",203,"R",1087,"R",1335,"R",198,"R",5,"R",0,"R",0,"R",0
101709, 2,"R",2215,"R",76,"R",1005,"R",1134,"R",73,"R",3,"R",0,"R",0,"R",0
101709, 3,"R",2184,"R",74,"R",1004,"R",1106,"R",71,"R",3,"R",0,"R",0,"R",0
101709,11,"R",31,"R",2,"R",1,"R",28,"R",2,"R",0,"R",0,"R",0,"R",0
101709,12,"R",410,"R",127,"R",82,"R",201,"R",125,"R",2,"R",0,"R",0,"R",0
101736, 1,"R",3371,"R",609,"R",833,"R",1929,"R",593,"R",16,"R",0,"R",0,"R",0
101736, 2,"R",3371,"R",609,"R",833,"R",1929,"R",593,"R",16,"R",0,"R",0,"R",0
101736, 3,"R",2095,"R",402,"R",743,"R",950,"R",394,"R",8,"R",0,"R",0,"R",0
101736,11,"R",1276,"R",207,"R",90,"R",979,"R",199,"R",8,"R",0,"R",0,"R",0
101879, 1,"R",8526,"R",3305,"R",3267,"R",1954,"R",2149,"R",980,"R",50,"R",126,"R",0
101879, 2,"R",6084,"R",1177,"R",3107,"R",1800,"R",815,"R",266,"R",7,"R",89,"R",0
101879, 3,"R",5165,"R",730,"R",3046,"R",1389,"R",573,"R",125,"R",3,"R",29,"R",0
101879,11,"R",919,"R",447,"R",61,"R",411,"R",242,"R",141,"R",4,"R",60,"R",0
101879,12,"R",2442,"R",2128,"R",160,"R",154,"R",1334,"R",714,"R",43,"R",37,"R",0
101897, 1,"R",2489,"R",756,"R",1043,"R",690,"R",747,"R",9,"R",0,"R",0,"R",0
101897, 2,"R",2489,"R",756,"R",1043,"R",690,"R",747,"R",9,"R",0,"R",0,"R",0
101897, 3,"R",1565,"R",426,"R",757,"R",382,"R",418,"R",8,"R",0,"R",0,"R",0
101897,11,"R",924,"R",330,"R",286,"R",308,"R",329,"R",1,"R",0,"R",0,"R",0
101912, 1,"R",1452,"R",129,"R",213,"R",1110,"R",61,"R",64,"Z",0,"R",4,"R",0
101912, 2,"R",1378,"R",81,"R",187,"R",1110,"R",42,"R",39,"Z",0,"Z",0,"R",0
101912, 3,"R",1353,"R",76,"R",183,"R",1094,"R",42,"R",34,"Z",0,"Z",0,"R",0
101912,11,"R",25,"R",5,"R",4,"R",16,"R",0,"R",5,"Z",0,"Z",0,"R",0
101912,12,"R",74,"R",48,"R",26,"R",0,"R",19,"R",25,"Z",0,"R",4,"R",0
101994, 1,"R",374,"R",19,"R",173,"R",182,"R",18,"R",1,"R",0,"R",0,"R",0
101994, 2,"R",374,"R",19,"R",173,"R",182,"R",18,"R",1,"R",0,"R",0,"R",0
101994, 3,"R",254,"R",8,"R",170,"R",76,"R",8,"R",0,"R",0,"R",0,"R",0
101994,11,"R",120,"R",11,"R",3,"R",106,"R",10,"R",1,"R",0,"R",0,"R",0
102030, 1,"R",2479,"R",602,"R",739,"R",1138,"R",590,"R",12,"R",0,"R",0,"R",0
102030, 2,"R",2479,"R",602,"R",739,"R",1138,"R",590,"R",12,"R",0,"R",0,"R",0
102030, 3,"R",1885,"R",527,"R",736,"R",622,"R",515,"R",12,"R",0,"R",0,"R",0
102030,11,"R",594,"R",75,"R",3,"R",516,"R",75,"R",0,"R",0,"R",0,"R",0
102049, 1,"R",5758,"R",379,"R",1305,"R",4074,"R",244,"R",134,"R",0,"R",0,"R",1
102049, 2,"R",3607,"R",33,"R",842,"R",2732,"R",31,"R",2,"R",0,"R",0,"R",0
102049, 3,"R",3604,"R",33,"R",841,"R",2730,"R",31,"R",2,"R",0,"R",0,"R",0
102049,11,"R",3,"R",0,"R",1,"R",2,"A",,"A",,"A",,"A",,"A",
102049,12,"R",2151,"R",346,"R",463,"R",1342,"R",213,"R",132,"R",0,"R",0,"R",1
102058, 1,"R",30,"R",0,"R",0,"R",30,"A",,"A",,"A",,"A",,"A",
102058, 2,"R",22,"R",0,"R",0,"R",22,"A",,"A",,"A",,"A",,"A",
102058, 3,"R",22,"R",0,"R",0,"R",22,"A",,"A",,"A",,"A",,"A",
102058,12,"R",8,"R",0,"R",0,"R",8,"A",,"A",,"A",,"A",,"A",
102067, 1,"R",4659,"R",1804,"R",1326,"R",1529,"R",1743,"R",61,"R",0,"R",0,"R",0
102067, 2,"R",4659,"R",1804,"R",1326,"R",1529,"R",1743,"R",61,"R",0,"R",0,"R",0
102067, 3,"R",4018,"R",1426,"R",1270,"R",1322,"R",1389,"R",37,"R",0,"R",0,"R",0
102067,11,"R",641,"R",378,"R",56,"R",207,"R",354,"R",24,"R",0,"R",0,"R",0
102076, 1,"R",2245,"R",1086,"R",739,"R",420,"R",1021,"R",65,"R",0,"R",0,"R",0
102076, 2,"R",2245,"R",1086,"R",739,"R",420,"R",1021,"R",65,"R",0,"R",0,"R",0
102076, 3,"R",1537,"R",649,"R",654,"R",234,"R",632,"R",17,"R",0,"R",0,"R",0
102076,11,"R",708,"R",437,"R",85,"R",186,"R",389,"R",48,"R",0,"R",0,"R",0
102094, 1,"R",13992,"R",4100,"R",4252,"R",5640,"R",1156,"R",2931,"R",0,"R",13,"R",0
102094, 2,"R",8833,"R",588,"R",4022,"R",4223,"R",486,"R",96,"R",0,"R",6,"R",0
102094, 3,"R",8631,"R",468,"R",4013,"R",4150,"R",373,"R",92,"R",0,"R",3,"R",0
102094,11,"R",202,"R",120,"R",9,"R",73,"R",113,"R",4,"R",0,"R",3,"R",0
102094,12,"R",5159,"R",3512,"R",230,"R",1417,"R",670,"R",2835,"R",0,"R",7,"R",0
102234, 1,"R",1107,"R",152,"R",578,"R",377,"R",90,"R",61,"R",0,"R",1,"R",0
102234, 2,"R",990,"R",35,"R",578,"R",377,"R",29,"R",6,"R",0,"R",0,"R",0
102234, 3,"R",989,"R",35,"R",578,"R",376,"R",29,"R",6,"R",0,"R",0,"R",0
102234,11,"R",1,"R",0,"R",0,"R",1,"A",,"A",,"A",,"A",,"A",
102234,12,"R",117,"R",117,"R",0,"R",0,"R",61,"R",55,"R",0,"R",1,"R",0
102270, 1,"R",728,"R",222,"R",293,"R",213,"R",162,"R",60,"R",0,"R",0,"R",0
102270, 2,"R",728,"R",222,"R",293,"R",213,"R",162,"R",60,"R",0,"R",0,"R",0
102270, 3,"R",721,"R",222,"R",293,"R",206,"R",162,"R",60,"R",0,"R",0,"R",0
102270,11,"R",7,"Z",0,"Z",0,"R",7,"A",,"A",,"A",,"A",,"A",
102298, 1,"R",1203,"R",274,"R",714,"R",215,"R",185,"R",89,"R",0,"R",0,"R",0
102298, 2,"R",1144,"R",250,"R",679,"R",215,"R",168,"R",82,"R",0,"R",0,"R",0
102298, 3,"R",1144,"R",250,"R",679,"R",215,"R",168,"R",82,"R",0,"R",0,"R",0
102298,12,"R",59,"R",24,"R",35,"R",0,"R",17,"R",7,"R",0,"R",0,"R",0
102313, 1,"R",1846,"R",514,"R",616,"R",716,"R",508,"R",6,"R",0,"R",0,"R",0
102313, 2,"R",1846,"R",514,"R",616,"R",716,"R",508,"R",6,"R",0,"R",0,"R",0
102313, 3,"R",1522,"R",466,"R",592,"R",464,"R",461,"R",5,"R",0,"R",0,"R",0
102313,11,"R",324,"R",48,"R",24,"R",252,"R",47,"R",1,"R",0,"R",0,"R",0
102368, 1,"R",14901,"R",7465,"R",2064,"R",5372,"R",3750,"R",3444,"R",0,"R",266,"R",5
102368, 2,"R",11297,"R",4925,"R",1759,"R",4613,"R",2805,"R",1972,"R",0,"R",144,"R",4
102368, 3,"R",10916,"R",4599,"R",1745,"R",4572,"R",2579,"R",1891,"R",0,"R",128,"R",1
102368,11,"R",381,"R",326,"R",14,"R",41,"R",226,"R",81,"R",0,"R",16,"R",3
102368,12,"R",3604,"R",2540,"R",305,"R",759,"R",945,"R",1472,"R",0,"R",122,"R",1
102377, 1,"R",2654,"R",2,"R",0,"R",2652,"R",1,"R",1,"R",0,"R",0,"R",0
102377, 2,"R",2184,"A",,"A",,"R",2184,"A",,"A",,"A",,"A",,"A",
102377, 3,"R",2184,"A",,"A",,"R",2184,"A",,"A",,"A",,"A",,"A",
102377,12,"R",470,"R",2,"R",0,"R",468,"R",1,"R",1,"R",0,"R",0,"R",0
102395, 1,"R",168,"R",168,"A",,"A",,"R",14,"R",147,"R",1,"R",6,"R",0
102395, 2,"R",71,"R",71,"A",,"A",,"R",6,"R",61,"R",1,"R",3,"R",0
102395, 3,"R",68,"R",68,"A",,"A",,"R",5,"R",59,"R",1,"R",3,"R",0
102395,11,"R",3,"R",3,"A",,"A",,"R",1,"R",2,"R",0,"R",0,"R",0
102395,12,"R",97,"R",97,"A",,"A",,"R",8,"R",86,"R",0,"R",3,"R",0
102429, 1,"R",3371,"R",687,"R",720,"R",1964,"R",667,"R",20,"R",0,"R",0,"R",0
102429, 2,"R",3371,"R",687,"R",720,"R",1964,"R",667,"R",20,"R",0,"R",0,"R",0
102429, 3,"R",2291,"R",536,"R",697,"R",1058,"R",516,"R",20,"R",0,"R",0,"R",0
102429,11,"R",1080,"R",151,"R",23,"R",906,"R",151,"R",0,"R",0,"R",0,"R",0
102553, 1,"R",10845,"R",5421,"R",4019,"R",1405,"R",5187,"R",207,"R",6,"R",2,"R",19
102553, 2,"R",10259,"R",5052,"R",3911,"R",1296,"R",4843,"R",183,"R",6,"R",1,"R",19
102553, 3,"R",7284,"R",3355,"R",3341,"R",588,"R",3237,"R",108,"R",4,"R",0,"R",6
102553,11,"R",2975,"R",1697,"R",570,"R",708,"R",1606,"R",75,"R",2,"R",1,"R",13
102553,12,"R",586,"R",369,"R",108,"R",109,"R",344,"R",24,"R",0,"R",1,"R",0
102580, 1,"R",44,"R",0,"R",0,"R",44,"A",,"A",,"A",,"A",,"A",
102580, 2,"R",44,"R",0,"R",0,"R",44,"A",,"A",,"A",,"A",,"A",
102580, 3,"R",37,"R",0,"R",0,"R",37,"A",,"A",,"A",,"A",,"A",
102580,11,"R",7,"R",0,"R",0,"R",7,"A",,"A",,"A",,"A",,"A",
102614, 1,"R",6826,"R",3455,"R",1947,"R",1424,"R",2937,"R",491,"R",6,"R",4,"R",17
102614, 2,"R",5844,"R",2933,"R",1712,"R",1199,"R",2510,"R",410,"R",3,"R",2,"R",8
102614, 3,"R",4108,"R",1948,"R",1595,"R",565,"R",1578,"R",360,"R",3,"R",2,"R",5
102614,11,"R",1736,"R",985,"R",117,"R",634,"R",932,"R",50,"R",0,"R",0,"R",3
102614,12,"R",982,"R",522,"R",235,"R",225,"R",427,"R",81,"R",3,"R",2,"R",9
102632, 1,"R",1997,"R",1064,"R",343,"R",590,"R",967,"R",87,"R",1,"R",9,"R",0
102632, 2,"R",1757,"R",918,"R",274,"R",565,"R",833,"R",81,"R",0,"R",4,"R",0
102632, 3,"R",999,"R",540,"R",228,"R",231,"R",489,"R",51,"R",0,"R",0,"R",0
102632,11,"R",758,"R",378,"R",46,"R",334,"R",344,"R",30,"R",0,"R",4,"R",0
102632,12,"R",240,"R",146,"R",69,"R",25,"R",134,"R",6,"R",1,"R",5,"R",0
102669, 1,"R",554,"R",78,"R",162,"R",314,"R",64,"R",14,"Z",0,"Z",0,"R",0
102669, 2,"R",376,"R",56,"R",131,"R",189,"R",44,"R",12,"Z",0,"Z",0,"R",0
102669, 3,"R",347,"R",52,"R",126,"R",169,"R",40,"R",12,"Z",0,"Z",0,"R",0
102669,11,"R",29,"R",4,"R",5,"R",20,"R",4,"Z",0,"Z",0,"Z",0,"R",0
102669,12,"R",178,"R",22,"R",31,"R",125,"R",20,"R",2,"Z",0,"Z",0,"R",0
102711, 1,"R",259,"A",,"A",,"R",259,"A",,"A",,"A",,"A",,"A",
102711, 2,"R",259,"A",,"A",,"R",259,"A",,"A",,"A",,"A",,"A",
102711, 3,"R",259,"A",,"A",,"R",259,"A",,"A",,"A",,"A",,"A",
